Review Title,Rating,Sentiment
A punch in the gut.,8,Positive
"ADOLESCENCE is wrenching, and so is the series",8,Positive
Mixed feelings about it,7,Positive
Heart Breaking Look at the Crisis We've Created for Our Children,9,Positive
A Distorted Tale of Bullying and Consequences,6,Neutral
Uncomfortable for the ones who are ok with the world as it is...,9,Positive
Masterpiece,9,Positive
All too real,8,Positive
That ending scene,9,Positive
Give Stephen Graham an Emmy now!!,9,Positive
That Child(Jamie) deserves an Emmy at least,9,Positive
"Strong Series, Not Without Its Flaws",7,Positive
Healing,10,Positive
A short series that questions the moral grounds,6,Neutral
Slowly and predictably going nowhere,5,Neutral
Outstanding!!,9,Positive
Superb on every level. Captivating.,10,Positive
Quality all over,9,Positive
BEST SERIES I HAVE WATCHED IN MY LIFE,10,Positive
Something deeper than a normal crime drama,9,Positive
It has been a while since I've seen something this good.,9,Positive
Too many unanswered questions,7,Positive
Nature or Nuture?,9,Positive
It's okay,7,Positive
Captivating,9,Positive
Good Series,8,Positive
As good as TV gets,9,Positive
It's Perfect! Absolutely Perfect,10,Positive
The most powerful performance I've ever seen from Stephen Graham!,8,Positive
A Perfect Miniseries,10,Positive
It All Falls A Bit Flat...,6,Neutral
Incredible acting,9,Positive
An insight into teenagers' minds!,7,Positive
Disappointed,2,Negative
The next level of storytelling.,9,Positive
A Harrowing Reflection of a Generation Lost!!!,9,Positive
Genuinely the best series I've ever seen,10,Positive
Excellent,10,Positive
Keeps you guessing,10,Positive
A Chilling Portrait of Youth in Crisis - Essential Viewing,10,Positive
Not as good as people make it out.,6,Neutral
UK Rudderless,8,Positive
"Forget about cinema, that's life",9,Positive
Heavy and slow going,7,Positive
A promising story falls off the cliff...,5,Neutral
Remarkable & Innovative,10,Positive
Lazy parents are starting to wake up,8,Positive
Wow,10,Positive
The most incredible mini series ever,10,Positive
Real drama,10,Positive
10/10 Series That Speaks for Itself,10,Positive
Mixed Feelings,7,Positive
A Fantastic Important Show,9,Positive
Don't be fooled. Heavly overrated,6,Neutral
Typical netflix content,1,Negative
Extraordinary,10,Positive
Must see TV,10,Positive
So on point!,10,Positive
So Extraordinary! Possibly the Best British TV Show Ever Made?,10,Positive
fantastic,10,Positive
"SHATTERING, BRILLIANT",9,Positive
"Watch for Owen Cooper, but don't expect anything mind-blowing",6,Neutral
Sir Stephen Graham,10,Positive
Worth a watch but peters out badly,7,Positive
Very disappointing,1,Negative
One of the greatest Shows I've watched,10,Positive
Amazing storytelling and acting,10,Positive
What a masterpiece,10,Positive
Remarkable,10,Positive
Powerful Show With Incredible Acting,9,Positive
"Top acting, but without a logical story",9,Positive
"One of those shows where everyone is like ""Wow"" and I can't find that ""Wow""",6,Neutral
Gripping and unique,9,Positive
Adolescent,6,Neutral
Bad Parenting masqueraded as blaming manosphere,1,Negative
Amazing filmmaking !,9,Positive
I've had to reflect on this.....,8,Positive
A Gripping One-Take Mini-Series That Hits Hard,9,Positive
Haunting,9,Positive
A good hard hitting drama,9,Positive
Perfect,9,Positive
It had the potential to be far more impactful,6,Neutral
A Brilliant One-time Watch,9,Positive
Oppressive,6,Neutral
Went down hill,5,Neutral
Strict Upbringing vs. Modern Parenting: A Thought-Provoking Drama,9,Positive
So good,8,Positive
A Must See - It will leave you talking,8,Positive
Exceptional contemporary series Must Watch.,10,Positive
Superb but anticlimatic and imperfect,9,Positive
Outstanding,10,Positive
Worth a watch.,7,Positive
Poignant,9,Positive
Ambivalent,6,Neutral
Disappointed,1,Negative
"Raw, powerful and intense",8,Positive
A Serious Study of Modern Behavior,8,Positive
Very different - Very moving,8,Positive
Excelent,9,Positive
An impressive masterpiece. Watch it.,10,Positive
This is story telling at its best!,10,Positive
Misophonia sufferers beware!,7,Positive
"A Series That Hurts, But Must Be Seen",10,Positive
Good but very overrated,7,Positive
STEPHEN GRAHAM THE UK's FINEST,8,Positive
what a horrible future,9,Positive
Binge worthy,9,Positive
Absolutely masterpiece in my opinion!,10,Positive
Top of the list,10,Positive
"No Cuts, No Escape",10,Positive
meh!,6,Neutral
Jawdropping,10,Positive
6 Stars because of the acting. The story is meh,6,Neutral
Spine-chillingly good,10,Positive
Masterpiece,10,Positive
Emotionally confronting.,10,Positive
Amazing - No Emmys left!,10,Positive
The best TV series I have ever seen in my life,10,Positive
Amazing realistic show,10,Positive
Slightly Dissapointed,6,Neutral
Powerful,8,Positive
Expected more...,7,Positive
"Well made, well acted but deeply dishonest.",5,Neutral
This is what Netflix should be making more of..[+85%],9,Positive
Harsh man,8,Positive
A masterpiece,9,Positive
Horrifying but compelling viewing,10,Positive
Nothing less than a masterpiece,10,Positive
Stephen Graham is a genius,10,Positive
"Good, but also too much hype.",7,Positive
"Disturbing, but brilliant",9,Positive
So Serious,6,Neutral
Good start - dont like the ending,3,Negative
A Must watch - Award winning,9,Positive
Masterpiece,10,Positive
Absolutely unforgettable!,10,Positive
Nothing Else Feels Quite Like This,10,Positive
The most impactful thing I have seen for a long time,10,Positive
once in a decade,10,Positive
Its a no from me,6,Neutral
"Astonishing, painful and absolutely captivating",10,Positive
I think the build up was a little tricky,7,Positive
Just a drama,2,Negative
Fatima Bojang,10,Positive
A brilliant show with great acting! Should you watch it though?,8,Positive
Focusing on the basics: a masterclass,9,Positive
Gripping! Powerful acting perfomances!! ****,10,Positive
Could do easily have been great,8,Positive
Potential for a 10,8,Positive
Slowly story,7,Positive
"Well Done, But gut-wrenching",8,Positive
Impressive and annoying in equal measures,6,Neutral
Style Over Story...,4,Neutral
A Profound and Haunting Masterpiece: A Story That Stays With You,9,Positive
Omg! WOW!!!,10,Positive
Brilliant Emotional Drama,9,Positive
Shocking,10,Positive
A masterpiece of British Drama,10,Positive
Movie making at its best,10,Positive
"Blimey, it's sad",7,Positive
Brilliant way to show the waves of an action has on a family.,10,Positive
Overhyped but technically interesting,6,Neutral
Unbelievably below par,3,Negative
Wow !! Best thing I've seen for years !,10,Positive
"Amazing, but you won't appreciate it...",10,Positive
OMG...!,10,Positive
Stephen Graham delivers again,10,Positive
"Erm, wow!",10,Positive
"Netflix's Adolescence - A Brutal, Beautiful, and Haunting Ride",10,Positive
Watchable but disappointing,6,Neutral
Top tier show!,10,Positive
Unrealistic Anti Andrew Tate Propaganda,6,Neutral
What just happened,1,Negative
Dazzling,10,Positive
Didn't think they made films like this any more,10,Positive
"Great show, hard to watch",10,Positive
Fist half very good.,8,Positive
"Well written, suspenseful and emotional",9,Positive
A quick enjoyable watch.,8,Positive
"Very topical, but not totally impressed",7,Positive
A masterclass in restrained social realism.,8,Positive
Captivating but Depressing,6,Neutral
WAY overrated! More plot holes than Swiss Cheese,3,Negative
An immersive and breathtaking cinematic experience,9,Positive
Literally excellent,10,Positive
Add it to the top of your To Watch list,10,Positive
"Phenomenal acting and cinematography, I have never been as affected by a series in this way.",9,Positive
Cinematic but Reality,9,Positive
Powerful and disturbing,9,Positive
Undecided,6,Neutral
Must watch cinematography experience,9,Positive
Wouldn't hold up without the gimmick,6,Neutral
Don't waste your time please,1,Negative
Powerful,9,Positive
Wow. This is true drama.,9,Positive
Fantastic Drama,9,Positive
Hauntingly Brilliant!,9,Positive
A Cinematic Masterpiece in Television,8,Positive
Brilliant and moving,8,Positive
Good enough.,7,Positive
Excellent portrayal of a heartbreaking story,9,Positive
Spoiler Review: A Strong Performance Undermined by Incomplete Storytelling,7,Positive
The highest form of art,10,Positive
"""Adolescence"": A Raw and Unforgettable Exploration of Modern Struggles",9,Positive
It's a very dark and realistic story in a single shot!,9,Positive
Loved it but something was missing,9,Positive
It's work of Art,9,Positive
Stunning acting and camera work.,10,Positive
Three very good episodes,6,Neutral
"At last, a true WOW production!",10,Positive
Wild inaccuracies made up by excellent performances and great cinematography,6,Neutral
Over Rated,5,Neutral
Masterpiece,10,Positive
wow,9,Positive
"""A Masterclass in Acting, Stunning Cinematography",8,Positive
Essential for parents and caregivers,9,Positive
I didn't do it,8,Positive
not what I expected,7,Positive
Makes me want to hug my children,9,Positive
Something is missing,7,Positive
Only watched for the actors,1,Negative
Holy molay,9,Positive
brilliant psychological drama,9,Positive
This emotionally charged thought provoking series is here to stay and stand the test of time.,8,Positive
Just one big word (Masterpiece),10,Positive
A must watch !,8,Positive
Parents of Teens Should Watch,8,Positive
"The series was okay, but..",6,Neutral
"Outstanding, compelling drama.",10,Positive
Good British Short Series,7,Positive
Great build up that fails to deliver,3,Negative
Great cinematography and acting... but...,9,Positive
Must watch (contains spoilers about the message),9,Positive
Don't look for answers,8,Positive
A bit overhyped for me but...,8,Positive
Theatrical UWU,9,Positive
Adolescence - A Masterpiece of Realistic Storytelling,8,Positive
Could've easily been a 10/10 for me unfortunately..,7,Positive
"As A writer, I have loved the acting",9,Positive
Pretty good,7,Positive
First episode good followed by damp squibs,5,Neutral
Confronting and thoughtful contemporary Drama,8,Positive
The human being and his infinite impulses,8,Positive
I'VE OFTEN THOUGHT ABOUT THE FAMILIES...,10,Positive
"Mesmerising camera work, brilliant acting",10,Positive
What an experience,10,Positive
Oh my god,10,Positive
Intense story. Great acting. Not so satisfying camera work.,7,Positive
One of the best series I've ever seen,10,Positive
Not worth a watch!,3,Negative
AMAZING and emotional,10,Positive
Speechless and emotional,10,Positive
Best piece of cinematography,10,Positive
A Technical Milestone in Television Filmmaking!,10,Positive
A Masterpiece,10,Positive
Holy moly,10,Positive
Wow,10,Positive
A masterpiece in acting and direction,10,Positive
Through the eyes of a child,10,Positive
Brilliant Series and Gut-Wrenching Performances,10,Positive
Stunning,10,Positive
"Frightening, heart wrenching , compelling, stunning, incredible",10,Positive
A cinematic masterpiece!,10,Positive
Scenes stretch on forever with little actually happening,4,Neutral
Hit hard,10,Positive
Something exceptional after a long time!,10,Positive
Outstanding!,10,Positive
Incredible Filmmaking,10,Positive
Impressive,10,Positive
Absolutely stunning preformance,10,Positive
Best thing I've seen in ages!,10,Positive
Anti climax,1,Negative
Riveting!,10,Positive
Outstanding,10,Positive
Single take: like life.,10,Positive
I made an account purely for this show.,10,Positive
Excellent.,10,Positive
Absolute geniuses!,10,Positive
Glued to the seat!,10,Positive
"Wow, what a waste of time!",1,Negative
A stone in a pond,9,Positive
Absolutely incredible,10,Positive
"Breathtaking, literally",10,Positive
Amazing start to finish,10,Positive
Emotionally enthralling,10,Positive
My first review for a reason,9,Positive
A must watch show for everyone,10,Positive
Hyped up,3,Negative
Outstanding,10,Positive
The storyline and acting are unreal!,9,Positive
Impressive,8,Positive
Did not expect that!,10,Positive
The failing of our children,10,Positive
Very poignant drama,8,Positive
Brilliant,10,Positive
The gimmick and politics cause over enthusiasm,3,Negative
The Bill Meets Hitchcock,10,Positive
Nowadays parents struggle,10,Positive
Brilliant L-O-N-G Take!,8,Positive
The darker side of social media in the spotlight..,9,Positive
Brutally Important series,10,Positive
Nearly Perfect,9,Positive
Harrowing but amazing,8,Positive
Huge waste of time,2,Negative
13 Year Old Murderer?,8,Positive
Adolscence,9,Positive
Reminiscent of The Wire,8,Positive
Mixed feelings,8,Positive
So impressive.,10,Positive
Adolescence,8,Positive
Amazing cinematography and a clear message,9,Positive
Waste of time,1,Negative
"Very unnerving, very important, complex",9,Positive
Uncomfortably Good!,9,Positive
Adolescence: A Cinematic Triumph of Depth and Storytelling,8,Positive
Just outstanding,10,Positive
Outstanding but was left wanting more ....,9,Positive
"Very tough to watch, highly recommend",10,Positive
Remarkable but painful to watch,9,Positive
